id,age, gender, education_level, job_title, years_of_experience, salary
5831,24,Female,High School,Receptionist,0,25000
5832,37,Male,Masters Degree,Marketing Director,14,190000
5833,39,Female,Bachelors Degree,Financial Manager,16,200000
5834,26,Male,Bachelors Degree,Product Designer,2,55000
5835,31,Female,PhD,Data Scientist,8,140000
5836,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5837,33,Female,Masters Degree,Marketing Manager,9,130000
5838,27,Male,Bachelors Degree,Software Engineer,3,80000
5839,36,Female,PhD,Research Scientist,12,170000
5840,25,Male,Bachelors Degree,Product Manager,1,60000
5841,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5842,34,Male,PhD,Research Director,11,160000
5843,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5844,32,Male,Bachelors Degree,Product Manager,7,120000
5845,24,Female,High School,Receptionist,0,25000
5846,37,Male,Masters Degree,Marketing Director,14,190000
5847,39,Female,Bachelors Degree,Financial Manager,16,200000
5848,26,Male,Bachelors Degree,Product Designer,2,55000
5849,31,Female,PhD,Data Scientist,8,140000
5850,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5851,33,Female,Masters Degree,Marketing Manager,9,130000
5852,27,Male,Bachelors Degree,Software Engineer,3,80000
5853,36,Female,PhD,Research Scientist,12,170000
5854,25,Male,Bachelors Degree,Product Manager,1,60000
5855,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5856,34,Male,PhD,Research Director,11,160000
5857,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5858,32,Male,Bachelors Degree,Product Manager,7,120000
5859,24,Female,High School,Receptionist,0,25000
5860,37,Male,Masters Degree,Marketing Director,14,190000
5861,39,Female,Bachelors Degree,Financial Manager,16,200000
5862,26,Male,Bachelors Degree,Product Designer,2,55000
5863,31,Female,PhD,Data Scientist,8,140000
5864,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5865,33,Female,Masters Degree,Marketing Manager,9,130000
5866,27,Male,Bachelors Degree,Software Engineer,3,80000
5867,36,Female,PhD,Research Scientist,12,170000
5868,25,Male,Bachelors Degree,Product Manager,1,60000
5869,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5870,34,Male,PhD,Research Director,11,160000
5871,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5872,32,Male,Bachelors Degree,Product Manager,7,120000
5873,24,Female,High School,Receptionist,0,25000
5874,37,Male,Masters Degree,Marketing Director,14,190000
5875,39,Female,Bachelors Degree,Financial Manager,16,200000
5876,27,Male,PhD,Marketing Coordinator,7,120000
5877,28,Female,Bachelors Degree,Marketing Coordinator,3,60000
5878,33,Male,Masters Degree,Software Engineer,8,120000
5879,27,Female,Bachelors Degree,Product Manager,2,65000
5880,30,Male,PhD,Data Scientist,6,100000
5881,36,Female,Bachelors Degree,Financial Analyst,11,150000
5882,29,Male,Bachelors Degree,Marketing Analyst,3,65000
5883,32,Female,Masters Degree,Software Engineer,9,120000
5884,26,Male,Bachelors Degree,Graphic Designer,1,45000
5885,29,Female,Bachelors Degree,Product Manager,5,80000
5886,35,Male,PhD,Research Scientist,11,150000
5887,27,Male,Bachelors Degree,Software Engineer,2,65000
5888,31,Female,Bachelors Degree,Marketing Manager,7,100000
5889,28,Male,Masters Degree,Financial Analyst,4,90000
5890,24,Female,Bachelors Degree,Marketing Analyst,0,40000
5891,30,Male,Bachelors Degree,Project Manager,6,110000
5892,34,Female,PhD,Research Director,12,170000
5893,27,Male,Bachelors Degree,Software Engineer,3,75000
5894,33,Female,Masters Degree,Marketing Manager,8,120000
5895,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5896,25,Female,High School,Customer Service Representative,1,30000
5897,36,Male,PhD,Research Scientist,13,180000
5898,39,Female,Bachelors Degree,Financial Manager,15,200000
5899,26,Male,Bachelors Degree,Product Designer,1,50000
5900,31,Female,PhD,Data Scientist,8,140000
5901,28,Male,Bachelors Degree,Marketing Analyst,3,65000
5902,32,Female,Bachelors Degree,Product Manager,7,110000
5903,24,Male,High School,Delivery Driver,0,28000
5904,37,Male,Masters Degree,Marketing Director,14,190000
5905,39,Female,Bachelors Degree,Financial Manager,16,210000
5906,26,Male,Bachelors Degree,Product Designer,2,55000
5907,31,Female,PhD,Data Scientist,8,140000
5908,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5909,33,Female,Masters Degree,Marketing Manager,9,130000
5910,27,Male,Bachelors Degree,Software Engineer,3,80000
5911,36,Female,PhD,Research Scientist,12,170000
5912,25,Male,Bachelors Degree,Product Manager,1,60000
5913,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5914,34,Male,PhD,Research Director,11,160000
5915,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5916,32,Male,Bachelors Degree,Product Manager,7,120000
5917,24,Female,High School,Receptionist,0,25000
5918,37,Male,Masters Degree,Marketing Director,14,190000
5919,39,Female,Bachelors Degree,Financial Manager,16,200000
5920,26,Male,Bachelors Degree,Product Designer,2,55000
5921,31,Female,PhD,Data Scientist,8,140000
5922,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5923,33,Female,Masters Degree,Marketing Manager,9,130000
5924,27,Male,Bachelors Degree,Software Engineer,3,80000
5925,36,Female,PhD,Research Scientist,12,170000
5926,25,Male,Bachelors Degree,Product Manager,1,60000
5927,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5928,34,Male,PhD,Research Director,11,160000
5929,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5930,32,Male,Bachelors Degree,Product Manager,7,120000
5931,24,Female,High School,Receptionist,0,25000
5932,37,Male,Masters Degree,Marketing Director,14,190000
5933,39,Female,Bachelors Degree,Financial Manager,16,200000
5934,26,Male,Bachelors Degree,Product Designer,2,55000
5935,31,Female,PhD,Data Scientist,8,140000
5936,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5937,33,Female,Masters Degree,Marketing Manager,9,130000
5938,27,Male,Bachelors Degree,Software Engineer,3,80000
5939,36,Female,PhD,Research Scientist,12,170000
5940,25,Male,Bachelors Degree,Product Manager,1,60000
5941,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5942,34,Male,PhD,Research Director,11,160000
5943,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5944,32,Male,Bachelors Degree,Product Manager,7,120000
5945,24,Female,High School,Receptionist,0,25000
5946,37,Male,Masters Degree,Marketing Director,14,190000
5947,39,Female,Bachelors Degree,Financial Manager,16,200000
5948,26,Male,Bachelors Degree,Product Designer,2,55000
5949,31,Female,PhD,Data Scientist,8,140000
5950,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5951,33,Female,Masters Degree,Marketing Manager,9,130000
5952,27,Male,Bachelors Degree,Software Engineer,3,80000
5953,36,Female,PhD,Research Scientist,12,170000
5954,25,Male,Bachelors Degree,Product Manager,1,60000
5955,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5956,34,Male,PhD,Research Director,11,160000
5957,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5958,32,Male,Bachelors Degree,Product Manager,7,120000
5959,24,Female,High School,Receptionist,0,25000
5960,37,Male,Masters Degree,Marketing Director,14,190000
5961,39,Female,Bachelors Degree,Financial Manager,16,200000
5962,26,Male,Bachelors Degree,Product Designer,2,55000
5963,31,Female,PhD,Data Scientist,8,140000
5964,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5965,33,Female,Masters Degree,Marketing Manager,9,130000
5966,27,Male,Bachelors Degree,Software Engineer,3,80000
5967,36,Female,PhD,Research Scientist,12,170000
5968,25,Male,Bachelors Degree,Product Manager,1,60000
5969,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5970,34,Male,PhD,Research Director,11,160000
5971,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5972,32,Male,Bachelors Degree,Product Manager,7,120000
5973,24,Female,High School,Receptionist,0,25000
5974,37,Male,Masters Degree,Marketing Director,14,190000
5975,39,Female,Bachelors Degree,Financial Manager,16,200000
5976,26,Male,Bachelors Degree,Product Designer,2,55000
5977,31,Female,PhD,Data Scientist,8,140000
5978,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5979,33,Female,Masters Degree,Marketing Manager,9,130000
5980,27,Male,Bachelors Degree,Software Engineer,3,80000
5981,36,Female,PhD,Research Scientist,12,170000
5982,25,Male,Bachelors Degree,Product Manager,1,60000
5983,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5984,34,Male,PhD,Research Director,11,160000
5985,28,Female,Bachelors Degree,Marketing Analyst,3,60000
5986,32,Male,Bachelors Degree,Product Manager,7,120000
5987,24,Female,High School,Receptionist,0,25000
5988,37,Male,Masters Degree,Marketing Director,14,190000
5989,39,Female,Bachelors Degree,Financial Manager,16,200000
5990,26,Male,Bachelors Degree,Product Designer,2,55000
5991,31,Female,PhD,Data Scientist,8,140000
5992,29,Male,Bachelors Degree,Marketing Analyst,4,70000
5993,33,Female,Masters Degree,Marketing Manager,9,130000
5994,27,Male,Bachelors Degree,Software Engineer,3,80000
5995,36,Female,PhD,Research Scientist,12,170000
5996,25,Male,Bachelors Degree,Product Manager,1,60000
5997,30,Female,Bachelors Degree,Marketing Coordinator,5,90000
5998,34,Male,PhD,Research Director,11,160000
5999,28,Female,Bachelors Degree,Marketing Analyst,3,60000
6000,32,Male,Bachelors Degree,Product Manager,7,120000
6001,24,Female,High School,Receptionist,0,25000
6002,37,Male,Masters Degree,Marketing Director,14,190000
6003,39,Female,Bachelors Degree,Financial Manager,16,200000
6004,29,Female,Bachelors Degree,Marketing Coordinator,4,65000
6005,34,Male,Masters Degree,Software Engineer,9,125000
6006,28,Female,Bachelors Degree,Product Manager,3,70000
6007,31,Male,PhD,Data Scientist,7,110000
6008,37,Female,Bachelors Degree,Financial Analyst,12,160000
6009,30,Male,Bachelors Degree,Marketing Analyst,4,75000
6010,33,Female,Masters Degree,Software Engineer,8,120000
6011,27,Male,Bachelors Degree,Graphic Designer,2,50000
6012,30,Female,Bachelors Degree,Product Manager,5,85000
6013,36,Male,PhD,Research Scientist,11,155000
6014,28,Male,Bachelors Degree,Software Engineer,3,70000
6015,32,Female,Bachelors Degree,Marketing Manager,8,115000
6016,29,Male,Masters Degree,Financial Analyst,5,95000
6017,25,Female,Bachelors Degree,Marketing Analyst,0,40000
6018,31,Male,Bachelors Degree,Project Manager,6,115000
6019,35,Female,PhD,Research Director,12,175000
6020,28,Male,Bachelors Degree,Software Engineer,3,70000
6021,33,Female,Masters Degree,Marketing Manager,9,135000
6022,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6023,25,Female,High School,Customer Service Representative,1,30000
6024,36,Male,PhD,Research Scientist,13,185000
6025,40,Female,Bachelors Degree,Financial Manager,15,210000
6026,27,Male,Bachelors Degree,Product Designer,1,45000
6027,32,Female,PhD,Data Scientist,9,145000
6028,28,Male,Bachelors Degree,Marketing Analyst,3,70000
6029,32,Female,Bachelors Degree,Product Manager,7,120000
6030,24,Male,High School,Delivery Driver,0,28000
6031,38,Male,Masters Degree,Marketing Director,14,195000
6032,40,Female,Bachelors Degree,Financial Manager,16,215000
6033,27,Male,Bachelors Degree,Product Designer,2,55000
6034,32,Female,PhD,Data Scientist,9,145000
6035,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6036,33,Female,Masters Degree,Marketing Manager,9,135000
6037,27,Male,Bachelors Degree,Software Engineer,3,80000
6038,36,Female,PhD,Research Scientist,13,185000
6039,25,Male,Bachelors Degree,Product Manager,1,60000
6040,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6041,34,Male,PhD,Research Director,12,170000
6042,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6043,32,Male,Bachelors Degree,Product Manager,7,120000
6044,24,Female,High School,Receptionist,0,25000
6045,38,Male,Masters Degree,Marketing Director,14,195000
6046,40,Female,Bachelors Degree,Financial Manager,16,215000
6047,27,Male,Bachelors Degree,Product Designer,2,55000
6048,32,Female,PhD,Data Scientist,9,145000
6049,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6050,33,Female,Masters Degree,Marketing Manager,9,135000
6051,27,Male,Bachelors Degree,Software Engineer,3,80000
6052,36,Female,PhD,Research Scientist,13,185000
6053,25,Male,Bachelors Degree,Product Manager,1,60000
6054,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6055,34,Male,PhD,Research Director,12,170000
6056,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6057,32,Male,Bachelors Degree,Product Manager,7,120000
6058,24,Female,High School,Receptionist,0,25000
6059,38,Male,Masters Degree,Marketing Director,14,195000
6060,40,Female,Bachelors Degree,Financial Manager,16,215000
6061,27,Male,Bachelors Degree,Product Designer,2,55000
6062,32,Female,PhD,Data Scientist,9,145000
6063,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6064,33,Female,Masters Degree,Marketing Manager,9,135000
6065,27,Male,Bachelors Degree,Software Engineer,3,80000
6066,36,Female,PhD,Research Scientist,13,185000
6067,25,Male,Bachelors Degree,Product Manager,1,60000
6068,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6069,34,Male,PhD,Research Director,12,170000
6070,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6071,32,Male,Bachelors Degree,Product Manager,7,120000
6072,24,Female,High School,Receptionist,0,25000
6073,38,Male,Masters Degree,Marketing Director,14,195000
6074,40,Female,Bachelors Degree,Financial Manager,16,215000
6075,27,Male,Bachelors Degree,Product Designer,2,55000
6076,32,Female,PhD,Data Scientist,9,145000
6077,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6078,33,Female,Masters Degree,Marketing Manager,9,135000
6079,27,Male,Bachelors Degree,Software Engineer,3,80000
6080,36,Female,PhD,Research Scientist,13,185000
6081,25,Male,Bachelors Degree,Product Manager,1,60000
6082,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6083,34,Male,PhD,Research Director,12,170000
6084,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6085,32,Male,Bachelors Degree,Product Manager,7,120000
6086,24,Female,High School,Receptionist,0,25000
6087,38,Male,Masters Degree,Marketing Director,14,195000
6088,40,Female,Bachelors Degree,Financial Manager,16,215000
6089,27,Male,Bachelors Degree,Product Designer,2,55000
6090,32,Female,PhD,Data Scientist,9,145000
6091,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6092,33,Female,Masters Degree,Marketing Manager,9,135000
6093,27,Male,Bachelors Degree,Software Engineer,3,80000
6094,36,Female,PhD,Research Scientist,13,185000
6095,25,Male,Bachelors Degree,Product Manager,1,60000
6096,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6097,34,Male,PhD,Research Director,12,170000
6098,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6099,32,Male,Bachelors Degree,Product Manager,7,120000
6100,24,Female,High School,Receptionist,0,25000
6101,38,Male,Masters Degree,Marketing Director,14,195000
6102,40,Female,Bachelors Degree,Financial Manager,16,215000
6103,27,Male,Bachelors Degree,Product Designer,2,55000
6104,32,Female,PhD,Data Scientist,9,145000
6105,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6106,33,Female,Masters Degree,Marketing Manager,9,135000
6107,27,Male,Bachelors Degree,Software Engineer,3,80000
6108,36,Female,PhD,Research Scientist,13,185000
6109,25,Male,Bachelors Degree,Product Manager,1,60000
6110,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6111,34,Male,PhD,Research Director,12,170000
6112,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6113,32,Male,Bachelors Degree,Product Manager,7,120000
6114,24,Female,High School,Receptionist,0,25000
6115,38,Male,Masters Degree,Marketing Director,14,195000
6116,40,Female,Bachelors Degree,Financial Manager,16,215000
6117,27,Male,Bachelors Degree,Product Designer,2,55000
6118,32,Female,PhD,Data Scientist,9,145000
6119,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6120,33,Female,Masters Degree,Marketing Manager,9,135000
6121,27,Male,Bachelors Degree,Software Engineer,3,80000
6122,36,Female,PhD,Research Scientist,13,185000
6123,25,Male,Bachelors Degree,Product Manager,1,60000
6124,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6125,34,Male,PhD,Research Director,12,170000
6126,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6127,32,Male,Bachelors Degree,Product Manager,7,120000
6128,24,Female,High School,Receptionist,0,25000
6129,38,Male,Masters Degree,Marketing Director,14,195000
6130,40,Female,Bachelors Degree,Financial Manager,16,215000
6131,26,Female,Masters Degree,Software Engineer,2,75000
6132,39,Male,PhD,Research Scientist,14,185000
6133,32,Female,Bachelors Degree,Marketing Manager,7,120000
6134,28,Male,Bachelors Degree,Graphic Designer,3,60000
6135,35,Female,Masters Degree,Data Scientist,10,145000
6136,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6137,33,Female,Masters Degree,Product Manager,8,135000
6138,27,Male,Bachelors Degree,Software Engineer,2,70000
6139,36,Female,PhD,Research Director,12,175000
6140,24,Male,High School,Delivery Driver,0,28000
6141,38,Male,Masters Degree,Marketing Director,14,195000
6142,40,Female,Bachelors Degree,Financial Manager,16,215000
6143,27,Male,Bachelors Degree,Product Designer,2,55000
6144,32,Female,PhD,Data Scientist,9,145000
6145,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6146,33,Female,Masters Degree,Marketing Manager,9,135000
6147,27,Male,Bachelors Degree,Software Engineer,3,80000
6148,36,Female,PhD,Research Scientist,13,185000
6149,25,Male,Bachelors Degree,Product Manager,1,60000
6150,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6151,34,Male,PhD,Research Director,12,170000
6152,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6153,32,Male,Bachelors Degree,Product Manager,7,120000
6154,24,Female,High School,Receptionist,0,25000
6155,38,Male,Masters Degree,Marketing Director,14,195000
6156,40,Female,Bachelors Degree,Financial Manager,16,215000
6157,27,Male,Bachelors Degree,Product Designer,2,55000
6158,32,Female,PhD,Data Scientist,9,145000
6159,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6160,33,Female,Masters Degree,Marketing Manager,9,135000
6161,27,Male,Bachelors Degree,Software Engineer,3,80000
6162,36,Female,PhD,Research Scientist,13,185000
6163,25,Male,Bachelors Degree,Product Manager,1,60000
6164,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6165,34,Male,PhD,Research Director,12,170000
6166,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6167,32,Male,Bachelors Degree,Product Manager,7,120000
6168,24,Female,High School,Receptionist,0,25000
6169,38,Male,Masters Degree,Marketing Director,14,195000
6170,40,Female,Bachelors Degree,Financial Manager,16,215000
6171,27,Male,Bachelors Degree,Product Designer,2,55000
6172,32,Female,PhD,Data Scientist,9,145000
6173,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6174,33,Female,Masters Degree,Marketing Manager,9,135000
6175,27,Male,Bachelors Degree,Software Engineer,3,80000
6176,36,Female,PhD,Research Scientist,13,185000
6177,25,Male,Bachelors Degree,Product Manager,1,60000
6178,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6179,34,Male,PhD,Research Director,12,170000
6180,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6181,32,Male,Bachelors Degree,Product Manager,7,120000
6182,24,Female,High School,Receptionist,0,25000
6183,38,Male,Masters Degree,Marketing Director,14,195000
6184,40,Female,Bachelors Degree,Financial Manager,16,215000
6185,27,Male,Bachelors Degree,Product Designer,2,55000
6186,32,Female,PhD,Data Scientist,9,145000
6187,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6188,33,Female,Masters Degree,Marketing Manager,9,135000
6189,27,Male,Bachelors Degree,Software Engineer,3,80000
6190,36,Female,PhD,Research Scientist,13,185000
6191,25,Male,Bachelors Degree,Product Manager,1,60000
6192,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6193,34,Male,PhD,Research Director,12,170000
6194,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6195,32,Male,Bachelors Degree,Product Manager,7,120000
6196,24,Female,High School,Receptionist,0,25000
6197,38,Male,Masters Degree,Marketing Director,14,195000
6198,40,Female,Bachelors Degree,Financial Manager,16,215000
6199,27,Male,Bachelors Degree,Product Designer,2,55000
6200,32,Female,PhD,Data Scientist,9,145000
6201,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6202,33,Female,Masters Degree,Marketing Manager,9,135000
6203,27,Male,Bachelors Degree,Software Engineer,3,80000
6204,36,Female,PhD,Research Scientist,13,185000
6205,25,Male,Bachelors Degree,Product Manager,1,60000
6206,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6207,34,Male,PhD,Research Director,12,170000
6208,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6209,32,Male,Bachelors Degree,Product Manager,7,120000
6210,24,Female,High School,Receptionist,0,25000
6211,38,Male,Masters Degree,Marketing Director,14,195000
6212,40,Female,Bachelors Degree,Financial Manager,16,215000
6213,27,Male,Bachelors Degree,Product Designer,2,55000
6214,32,Female,PhD,Data Scientist,9,145000
6215,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6216,33,Female,Masters Degree,Marketing Manager,9,135000
6217,27,Male,Bachelors Degree,Software Engineer,3,80000
6218,36,Female,PhD,Research Scientist,13,185000
6219,25,Male,Bachelors Degree,Product Manager,1,60000
6220,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6221,34,Male,PhD,Research Director,12,170000
6222,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6223,32,Male,Bachelors Degree,Product Manager,7,120000
6224,24,Female,High School,Receptionist,0,25000
6225,38,Male,Masters Degree,Marketing Director,14,195000
6226,40,Female,Bachelors Degree,Financial Manager,16,215000
6227,27,Male,Bachelors Degree,Product Designer,2,55000
6228,32,Female,PhD,Data Scientist,9,145000
6229,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6230,33,Female,Masters Degree,Marketing Manager,9,135000
6231,27,Male,Bachelors Degree,Software Engineer,3,80000
6232,36,Female,PhD,Research Scientist,13,185000
6233,25,Male,Bachelors Degree,Product Manager,1,60000
6234,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6235,34,Male,PhD,Research Director,12,170000
6236,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6237,32,Male,Bachelors Degree,Product Manager,7,120000
6238,24,Female,High School,Receptionist,0,25000
6239,38,Male,Masters Degree,Marketing Director,14,195000
6240,40,Female,Bachelors Degree,Financial Manager,16,215000
6241,27,Male,Bachelors Degree,Product Designer,2,55000
6242,32,Female,PhD,Data Scientist,9,145000
6243,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6244,33,Female,Masters Degree,Marketing Manager,9,135000
6245,27,Male,Bachelors Degree,Software Engineer,3,80000
6246,36,Female,PhD,Research Scientist,13,185000
6247,25,Male,Bachelors Degree,Product Manager,1,60000
6248,30,Female,Bachelors Degree,Marketing Coordinator,5,95000
6249,34,Male,PhD,Research Director,12,170000
6250,28,Female,Bachelors Degree,Marketing Analyst,3,65000
6251,32,Male,Bachelors Degree,Product Manager,7,120000
6252,24,Female,High School,Receptionist,0,25000
6253,38,Male,Masters Degree,Marketing Director,14,195000
6254,40,Female,Bachelors Degree,Financial Manager,16,215000
6255,27,Male,Bachelors Degree,Product Designer,2,55000
6256,32,Female,PhD,Data Scientist,9,145000
6257,29,Male,Bachelors Degree,Marketing Analyst,4,75000
6258,29,Male,Bachelors Degree,Sales Associate,2,45000
6259,45,Female,Masters Degree,Sales Manager,8,80000
6260,37,Male,PhD,Marketing Manager,7,90000
6261,23,Female,High School,Sales Executive,1,35000
6262,41,Male,Bachelors Degree,Financial Manager,12,120000
6263,26,Female,Bachelors Degree,Digital Marketing Manager,4,60000
6264,33,Male,Masters Degree,Content Marketing Manager,5,70000
6265,28,Female,High School,Sales Representative,3,40000
6266,50,Male,PhD,Senior Product Marketing Manager,15,150000
6267,35,Female,Bachelors Degree,Junior Sales Representative,2,35000
6268,42,Male,Masters Degree,Director of Marketing,13,130000
6269,27,Female,Bachelors Degree,Sales Associate,1,35000
6270,48,Male,PhD,Sales Director,18,180000
6271,31,Female,High School,Financial Manager,4,60000
6272,36,Male,Bachelors Degree,Sales Manager,6,75000
6273,25,Female,Masters Degree,Digital Marketing Manager,3,50000
6274,39,Male,PhD,Marketing Manager,10,100000
6275,30,Female,High School,Sales Executive,2,40000
6276,44,Male,Bachelors Degree,Content Marketing Manager,11,110000
6277,29,Female,Masters Degree,Sales Representative,4,55000
6278,47,Male,PhD,Senior Product Marketing Manager,17,170000
6279,32,Female,Bachelors Degree,Junior Sales Representative,3,40000
6280,38,Male,Masters Degree,Director of Marketing,9,95000
6281,24,Female,High School,Sales Associate,1,35000
6282,40,Male,PhD,Sales Director,14,140000
6283,34,Female,Bachelors Degree,Financial Manager,5,70000
6284,26,Male,Masters Degree,Digital Marketing Manager,3,50000
6285,31,Female,PhD,Marketing Manager,6,75000
6286,27,Male,High School,Sales Executive,2,40000
6287,43,Female,Bachelors Degree,Content Marketing Manager,12,120000
6288,28,Male,Masters Degree,Sales Representative,2,40000
6289,46,Female,PhD,Senior Product Marketing Manager,16,160000
6290,33,Male,Bachelors Degree,Junior Sales Representative,4,55000
6291,39,Female,Masters Degree,Director of Marketing,10,100000
6292,25,Male,High School,Sales Associate,1,35000
6293,41,Female,Bachelors Degree,Sales Manager,8,80000
6294,35,Male,PhD,Marketing Manager,7,90000
6295,23,Female,Bachelors Degree,Sales Executive,1,35000
6296,42,Male,Masters Degree,Financial Manager,13,130000
6297,26,Female,Bachelors Degree,Digital Marketing Manager,4,60000
6298,32,Male,Masters Degree,Content Marketing Manager,5,70000
6299,27,Female,High School,Sales Representative,3,40000
6300,50,Male,PhD,Senior Product Marketing Manager,15,150000
6301,36,Female,Bachelors Degree,Junior Sales Representative,2,35000
6302,48,Male,Masters Degree,Director of Marketing,18,180000
6303,31,Female,High School,Sales Associate,2,40000
6304,29,Male,Bachelors Degree,Sales Director,6,75000
6305,45,Female,PhD,Financial Manager,12,120000
6306,25,Male,Masters Degree,Digital Marketing Manager,3,50000
6307,37,Female,Bachelors Degree,Marketing Manager,7,90000
6308,23,Male,High School,Sales Executive,1,35000
6309,41,Female,Bachelors Degree,Content Marketing Manager,11,110000
6310,26,Male,Masters Degree,Sales Representative,3,45000
6311,33,Female,PhD,Senior Product Marketing Manager,5,70000
6312,28,Male,Bachelors Degree,Junior Sales Representative,1,30000
6313,42,Female,Masters Degree,Director of Marketing,13,130000
6314,27,Male,High School,Financial Manager,4,60000
6315,50,Female,Bachelors Degree,Sales Manager,15,150000
6316,35,Male,PhD,Marketing Manager,8,80000
6317,24,Female,Bachelors Degree,Sales Executive,1,35000
6318,46,Male,Masters Degree,Content Marketing Manager,16,160000
6319,29,Female,High School,Sales Representative,2,40000
6320,47,Male,PhD,Senior Product Marketing Manager,17,170000
6321,31,Female,Bachelors Degree,Junior Sales Representative,3,40000
6322,38,Male,Masters Degree,Director of Marketing,9,95000
6323,25,Female,High School,Sales Associate,1,35000
6324,39,Male,Bachelors Degree,Sales Director,10,100000
6325,33,Female,PhD,Financial Manager,5,70000
6326,27,Male,Masters Degree,Digital Marketing Manager,3,50000
6327,43,Female,Bachelors Degree,Marketing Manager,12,120000
6328,28,Male,High School,Sales Executive,2,40000
6329,31,Male,Bachelors Degree,Sales Associate,3,50000
6330,46,Female,Masters Degree,Marketing Manager,14,140000
6331,27,Male,High School,Sales Executive,2,40000
6332,38,Female,Bachelors Degree,Financial Manager,10,100000
6333,24,Male,PhD,Digital Marketing Manager,1,30000
6334,33,Female,Masters Degree,Content Marketing Manager,6,75000
6335,29,Male,High School,Sales Representative,2,40000
6336,50,Female,Bachelors Degree,Sales Manager,18,180000
6337,35,Male,PhD,Senior Product Marketing Manager,8,80000
6338,23,Female,Bachelors Degree,Sales Executive,1,35000
