id,age, gender, education_level,role_name, years_of_experience, basic_salary,currency
4865,34,Male,Masters,Senior Data Scientist,9,125000,gbp
4866,30,Female,Bachelors,Marketing Coordinator,4,57000,gbp
4867,32,Male,Bachelors,Junior Marketing Manager,6,72000,gbp
4868,39,Female,PhD,Senior Research Scientist,13,145000,gbp
4869,26,Male,High School,Junior Sales Associate,2,31000,gbp
4870,33,Female,Masters,Senior Software Engineer,8,105000,gbp
4871,28,Male,Bachelors,Junior Data Analyst,3,52000,gbp
4872,30,Female,Bachelors,Junior Marketing Manager,4,57000,gbp
4873,36,Male,PhD,Senior Research Scientist,11,135000,gbp
4874,27,Female,Bachelors,Junior Software Engineer,2,48000,gbp
4875,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4876,28,Female,Masters,Marketing Manager,7,110000,gbp
4877,34,Male,PhD,Director of Marketing,12,170000,gbp
4878,31,Male,Bachelors,Sales Director,9,140000,gbp
4879,24,Female,High School,Sales Associate,1,30000,gbp
4880,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4881,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4882,33,Male,PhD,Sales Director,10,155000,gbp
4883,21,Female,High School,Junior Sales Representative,0,25000,gbp
4884,36,Male,Bachelors,Sales Manager,11,160000,gbp
4885,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4886,30,Male,Masters,Financial Manager,7,120000,gbp
4887,28,Female,PhD,Director of Marketing,6,105000,gbp
4888,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4889,28,Female,Masters,Marketing Manager,7,110000,gbp
4890,34,Male,PhD,Director of Marketing,12,170000,gbp
4891,31,Male,Bachelors,Sales Director,9,140000,gbp
4892,24,Female,High School,Sales Associate,1,30000,gbp
4893,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4894,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4895,33,Male,PhD,Sales Director,10,155000,gbp
4896,21,Female,High School,Junior Sales Representative,0,25000,gbp
4897,36,Male,Bachelors,Sales Manager,11,160000,gbp
4898,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4899,30,Male,Masters,Financial Manager,7,120000,gbp
4900,28,Female,PhD,Director of Marketing,6,105000,gbp
4901,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4902,28,Female,Masters,Marketing Manager,7,110000,gbp
4903,34,Male,PhD,Director of Marketing,12,170000,gbp
4904,31,Male,Bachelors,Sales Director,9,140000,gbp
4905,24,Female,High School,Sales Associate,1,30000,gbp
4906,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4907,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4908,33,Male,PhD,Sales Director,10,155000,gbp
4909,21,Female,High School,Junior Sales Representative,0,25000,gbp
4910,36,Male,Bachelors,Sales Manager,11,160000,gbp
4911,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4912,30,Male,Masters,Financial Manager,7,120000,gbp
4913,28,Female,PhD,Director of Marketing,6,105000,gbp
4914,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4915,28,Female,Masters,Marketing Manager,7,110000,gbp
4916,34,Male,PhD,Director of Marketing,12,170000,gbp
4917,31,Male,Bachelors,Sales Director,9,140000,gbp
4918,24,Female,High School,Sales Associate,1,30000,gbp
4919,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4920,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4921,33,Male,PhD,Sales Director,10,155000,gbp
4922,21,Female,High School,Junior Sales Representative,0,25000,gbp
4923,36,Male,Bachelors,Sales Manager,11,160000,gbp
4924,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4925,30,Male,Masters,Financial Manager,7,120000,gbp
4926,28,Female,PhD,Director of Marketing,6,105000,gbp
4927,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4928,28,Female,Masters,Marketing Manager,7,110000,gbp
4929,34,Male,PhD,Director of Marketing,12,170000,gbp
4930,31,Male,Bachelors,Sales Director,9,140000,gbp
4931,24,Female,High School,Sales Associate,1,30000,gbp
4932,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4933,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4934,33,Male,PhD,Sales Director,10,155000,gbp
4935,21,Female,High School,Junior Sales Representative,0,25000,gbp
4936,36,Male,Bachelors,Sales Manager,11,160000,gbp
4937,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4938,30,Male,Masters,Financial Manager,7,120000,gbp
4939,28,Female,PhD,Director of Marketing,6,105000,gbp
4940,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4941,28,Female,Masters,Marketing Manager,7,110000,gbp
4942,34,Male,PhD,Director of Marketing,12,170000,gbp
4943,31,Male,Bachelors,Sales Director,9,140000,gbp
4944,24,Female,High School,Sales Associate,1,30000,gbp
4945,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4946,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4947,33,Male,PhD,Sales Director,10,155000,gbp
4948,21,Female,High School,Junior Sales Representative,0,25000,gbp
4949,36,Male,Bachelors,Sales Manager,11,160000,gbp
4950,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4951,30,Male,Masters,Financial Manager,7,120000,gbp
4952,28,Female,PhD,Director of Marketing,6,105000,gbp
4953,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4954,28,Female,Masters,Marketing Manager,7,110000,gbp
4955,34,Male,PhD,Director of Marketing,12,170000,gbp
4956,31,Male,Bachelors,Sales Director,9,140000,gbp
4957,24,Female,High School,Sales Associate,1,30000,gbp
4958,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4959,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4960,33,Male,PhD,Sales Director,10,155000,gbp
4961,21,Female,High School,Junior Sales Representative,0,25000,gbp
4962,36,Male,Bachelors,Sales Manager,11,160000,gbp
4963,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4964,30,Male,Masters,Financial Manager,7,120000,gbp
4965,28,Female,PhD,Director of Marketing,6,105000,gbp
4966,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4967,28,Female,Masters,Marketing Manager,7,110000,gbp
4968,34,Male,PhD,Director of Marketing,12,170000,gbp
4969,31,Male,Bachelors,Sales Director,9,140000,gbp
4970,24,Female,High School,Sales Associate,1,30000,gbp
4971,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4972,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4973,33,Male,PhD,Sales Director,10,155000,gbp
4974,21,Female,High School,Junior Sales Representative,0,25000,gbp
4975,36,Male,Bachelors,Sales Manager,11,160000,gbp
4976,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4977,30,Male,Masters,Financial Manager,7,120000,gbp
4978,28,Female,PhD,Director of Marketing,6,105000,gbp
4979,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4980,28,Female,Masters,Marketing Manager,7,110000,gbp
4981,34,Male,PhD,Director of Marketing,12,170000,gbp
4982,31,Male,Bachelors,Sales Director,9,140000,gbp
4983,24,Female,High School,Sales Associate,1,30000,gbp
4984,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4985,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4986,33,Male,PhD,Sales Director,10,155000,gbp
4987,21,Female,High School,Junior Sales Representative,0,25000,gbp
4988,36,Male,Bachelors,Sales Manager,11,160000,gbp
4989,25,Female,Bachelors,Marketing Manager,3,65000,gbp
4990,30,Male,Masters,Financial Manager,7,120000,gbp
4991,28,Female,PhD,Director of Marketing,6,105000,gbp
4992,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
4993,28,Female,Masters,Marketing Manager,7,110000,gbp
4994,34,Male,PhD,Director of Marketing,12,170000,gbp
4995,31,Male,Bachelors,Sales Director,9,140000,gbp
4996,24,Female,High School,Sales Associate,1,30000,gbp
4997,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
4998,27,Female,Masters,Content Marketing Manager,4,80000,gbp
4999,22,Female,High School,Sales Associate,0,25000,gbp
5000,45,Male,Bachelors,Financial Manager,21,250000,gbp
5001,31,Female,Masters,Content Marketing Manager,8,120000,gbp
5002,28,Male,Bachelors,Digital Marketing Manager,4,80000,gbp
5003,29,Male,Bachelors,Senior Product Marketing Manager,6,100000,gbp
5004,35,Female,PhD,Director of Marketing,12,170000,gbp
5005,27,Male,High School,Sales Representative,3,50000,gbp
5006,33,Female,Bachelors,Marketing Manager,9,140000,gbp
5007,30,Male,Masters,Financial Manager,7,120000,gbp
5008,25,Female,Bachelors,Marketing Manager,2,55000,gbp
5009,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5010,29,Female,Masters,Content Marketing Manager,4,80000,gbp
5011,34,Male,PhD,Director of Marketing,12,170000,gbp
5012,31,Male,Bachelors,Sales Director,9,140000,gbp
5013,24,Female,High School,Sales Associate,1,30000,gbp
5014,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5015,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5016,33,Male,PhD,Sales Director,10,155000,gbp
5017,21,Female,High School,Junior Sales Representative,0,25000,gbp
5018,36,Male,Bachelors,Sales Manager,11,160000,gbp
5019,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5020,30,Male,Masters,Financial Manager,7,120000,gbp
5021,28,Female,PhD,Director of Marketing,6,105000,gbp
5022,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5023,28,Female,Masters,Marketing Manager,7,110000,gbp
5024,34,Male,PhD,Director of Marketing,12,170000,gbp
5025,31,Male,Bachelors,Sales Director,9,140000,gbp
5026,24,Female,High School,Sales Associate,1,30000,gbp
5027,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5028,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5029,33,Male,PhD,Sales Director,10,155000,gbp
5030,21,Female,High School,Junior Sales Representative,0,25000,gbp
5031,36,Male,Bachelors,Sales Manager,11,160000,gbp
5032,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5033,30,Male,Masters,Financial Manager,7,120000,gbp
5034,28,Female,PhD,Director of Marketing,6,105000,gbp
5035,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5036,28,Female,Masters,Marketing Manager,7,110000,gbp
5037,34,Male,PhD,Director of Marketing,12,170000,gbp
5038,31,Male,Bachelors,Sales Director,9,140000,gbp
5039,24,Female,High School,Sales Associate,1,30000,gbp
5040,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5041,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5042,33,Male,PhD,Sales Director,10,155000,gbp
5043,21,Female,High School,Junior Sales Representative,0,25000,gbp
5044,36,Male,Bachelors,Sales Manager,11,160000,gbp
5045,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5046,30,Male,Masters,Financial Manager,7,120000,gbp
5047,28,Female,PhD,Director of Marketing,6,105000,gbp
5048,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5049,28,Female,Masters,Marketing Manager,7,110000,gbp
5050,34,Male,PhD,Director of Marketing,12,170000,gbp
5051,31,Male,Bachelors,Sales Director,9,140000,gbp
5052,24,Female,High School,Sales Associate,1,30000,gbp
5053,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5054,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5055,33,Male,PhD,Sales Director,10,155000,gbp
5056,21,Female,High School,Junior Sales Representative,0,25000,gbp
5057,36,Male,Bachelors,Sales Manager,11,160000,gbp
5058,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5059,30,Male,Masters,Financial Manager,7,120000,gbp
5060,28,Female,PhD,Director of Marketing,6,105000,gbp
5061,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5062,28,Female,Masters,Marketing Manager,7,110000,gbp
5063,34,Male,PhD,Director of Marketing,12,170000,gbp
5064,31,Male,Bachelors,Sales Director,9,140000,gbp
5065,24,Female,High School,Sales Associate,1,30000,gbp
5066,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5067,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5068,33,Male,PhD,Sales Director,10,155000,gbp
5069,21,Female,High School,Junior Sales Representative,0,25000,gbp
5070,36,Male,Bachelors,Sales Manager,11,160000,gbp
5071,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5072,30,Male,Masters,Financial Manager,7,120000,gbp
5073,28,Female,PhD,Director of Marketing,6,105000,gbp
5074,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5075,28,Female,Masters,Marketing Manager,7,110000,gbp
5076,34,Male,PhD,Director of Marketing,12,170000,gbp
5077,31,Male,Bachelors,Sales Director,9,140000,gbp
5078,24,Female,High School,Sales Associate,1,30000,gbp
5079,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5080,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5081,33,Male,PhD,Sales Director,10,155000,gbp
5082,21,Female,High School,Junior Sales Representative,0,25000,gbp
5083,36,Male,Bachelors,Sales Manager,11,160000,gbp
5084,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5085,30,Male,Masters,Financial Manager,7,120000,gbp
5086,28,Female,PhD,Director of Marketing,6,105000,gbp
5087,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5088,28,Female,Masters,Marketing Manager,7,110000,gbp
5089,34,Male,PhD,Director of Marketing,12,170000,gbp
5090,31,Male,Bachelors,Sales Director,9,140000,gbp
5091,24,Female,High School,Sales Associate,1,30000,gbp
5092,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5093,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5094,33,Male,PhD,Sales Director,10,155000,gbp
5095,21,Female,High School,Junior Sales Representative,0,25000,gbp
5096,36,Male,Bachelors,Sales Manager,11,160000,gbp
5097,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5098,30,Male,Masters,Financial Manager,7,120000,gbp
5099,28,Female,PhD,Director of Marketing,6,105000,gbp
5100,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5101,28,Female,Masters,Marketing Manager,7,110000,gbp
5102,34,Male,PhD,Director of Marketing,12,170000,gbp
5103,31,Male,Bachelors,Sales Director,9,140000,gbp
5104,24,Female,High School,Sales Associate,1,30000,gbp
5105,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5106,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5107,33,Male,PhD,Sales Director,10,155000,gbp
5108,21,Female,High School,Junior Sales Representative,0,25000,gbp
5109,36,Male,Bachelors,Sales Manager,11,160000,gbp
5110,25,Female,Bachelors,Marketing Manager,3,65000,gbp
5111,30,Male,Masters,Financial Manager,7,120000,gbp
5112,28,Female,PhD,Director of Marketing,6,105000,gbp
5113,26,Male,Bachelors,Senior Product Marketing Manager,5,85000,gbp
5114,28,Female,Masters,Marketing Manager,7,110000,gbp
5115,34,Male,PhD,Director of Marketing,12,170000,gbp
5116,31,Male,Bachelors,Sales Director,9,140000,gbp
5117,24,Female,High School,Sales Associate,1,30000,gbp
5118,29,Male,Bachelors,Digital Marketing Manager,6,95000,gbp
5119,27,Female,Masters,Content Marketing Manager,4,80000,gbp
5120,33,Male,PhD,Sales Director,10,155000,gbp
5121,21,Female,High School,Junior Sales Representative,0,25000,gbp
5122,36,Male,Bachelors,Sales Manager,11,160000,gbp
5123,23,Male,Bachelors,Software Engineer,1,60000,gbp
5124,39,Female,Masters,Marketing Manager,12,150000,gbp
5125,28,Male,Bachelors,Financial Analyst,4,80000,gbp
5126,31,Female,PhD,Research Scientist,8,120000,gbp
5127,35,Male,Bachelors,Project Manager,10,130000,gbp
5128,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5129,42,Male,Masters,Senior Software Engineer,18,180000,gbp
5130,29,Female,Bachelors,Digital Marketing Specialist,3,60000,gbp
5131,33,Male,Bachelors,Marketing Manager,7,110000,gbp
5132,24,Female,High School,Sales Associate,0,25000,gbp
5133,30,Male,Masters,Financial Analyst,6,100000,gbp
5134,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5135,32,Male,PhD,Data Scientist,9,140000,gbp
5136,22,Female,High School,Receptionist,0,25000,gbp
5137,37,Male,Bachelors,Product Manager,12,150000,gbp
5138,38,Female,Masters,Marketing Director,14,170000,gbp
5139,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5140,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5141,27,Male,Bachelors,Product Designer,3,60000,gbp
5142,34,Female,PhD,Research Director,10,150000,gbp
5143,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5144,31,Female,Masters,Financial Manager,7,120000,gbp
5145,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5146,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5147,27,Male,Bachelors,Product Designer,3,60000,gbp
5148,34,Female,PhD,Research Director,10,150000,gbp
5149,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5150,31,Female,Masters,Financial Manager,7,120000,gbp
5151,23,Male,Bachelors,Software Engineer,1,60000,gbp
5152,39,Female,Masters,Marketing Manager,12,150000,gbp
5153,28,Male,Bachelors,Financial Analyst,4,80000,gbp
5154,31,Female,PhD,Research Scientist,8,120000,gbp
5155,35,Male,Bachelors,Project Manager,10,130000,gbp
5156,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5157,42,Male,Masters,Senior Software Engineer,18,180000,gbp
5158,29,Female,Bachelors,Digital Marketing Specialist,3,60000,gbp
5159,33,Male,Bachelors,Marketing Manager,7,110000,gbp
5160,24,Female,High School,Sales Associate,0,25000,gbp
5161,30,Male,Masters,Financial Analyst,6,100000,gbp
5162,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5163,32,Male,PhD,Data Scientist,9,140000,gbp
5164,22,Female,High School,Receptionist,0,25000,gbp
5165,37,Male,Bachelors,Product Manager,12,150000,gbp
5166,38,Female,Masters,Marketing Director,14,170000,gbp
5167,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5168,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5169,27,Male,Bachelors,Product Designer,3,60000,gbp
5170,34,Female,PhD,Research Director,10,150000,gbp
5171,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5172,31,Female,Masters,Financial Manager,7,120000,gbp
5173,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5174,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5175,27,Male,Bachelors,Product Designer,3,60000,gbp
5176,34,Female,PhD,Research Director,10,150000,gbp
5177,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5178,31,Female,Masters,Financial Manager,7,120000,gbp
5179,23,Male,Bachelors,Software Engineer,1,60000,gbp
5180,39,Female,Masters,Marketing Manager,12,150000,gbp
5181,28,Male,Bachelors,Financial Analyst,4,80000,gbp
5182,31,Female,PhD,Research Scientist,8,120000,gbp
5183,35,Male,Bachelors,Project Manager,10,130000,gbp
5184,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5185,42,Male,Masters,Senior Software Engineer,18,180000,gbp
5186,29,Female,Bachelors,Digital Marketing Specialist,3,60000,gbp
5187,33,Male,Bachelors,Marketing Manager,7,110000,gbp
5188,24,Female,High School,Sales Associate,0,25000,gbp
5189,30,Male,Masters,Financial Analyst,6,100000,gbp
5190,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5191,32,Male,PhD,Data Scientist,9,140000,gbp
5192,22,Female,High School,Receptionist,0,25000,gbp
5193,37,Male,Bachelors,Product Manager,12,150000,gbp
5194,38,Female,Masters,Marketing Director,14,170000,gbp
5195,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5196,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5197,27,Male,Bachelors,Product Designer,3,60000,gbp
5198,34,Female,PhD,Research Director,10,150000,gbp
5199,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5200,31,Female,Masters,Financial Manager,7,120000,gbp
5201,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5202,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5203,27,Male,Bachelors,Product Designer,3,60000,gbp
5204,34,Female,PhD,Research Director,10,150000,gbp
5205,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5206,31,Female,Masters,Financial Manager,7,120000,gbp
5207,23,Male,Bachelors,Software Engineer,1,60000,gbp
5208,39,Female,Masters,Marketing Manager,12,150000,gbp
5209,28,Male,Bachelors,Financial Analyst,4,80000,gbp
5210,31,Female,PhD,Research Scientist,8,120000,gbp
5211,35,Male,Bachelors,Project Manager,10,130000,gbp
5212,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5213,42,Male,Masters,Senior Software Engineer,18,180000,gbp
5214,29,Female,Bachelors,Digital Marketing Specialist,3,60000,gbp
5215,33,Male,Bachelors,Marketing Manager,7,110000,gbp
5216,24,Female,High School,Sales Associate,0,25000,gbp
5217,30,Male,Masters,Financial Analyst,6,100000,gbp
5218,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5219,32,Male,PhD,Data Scientist,9,140000,gbp
5220,22,Female,High School,Receptionist,0,25000,gbp
5221,37,Male,Bachelors,Product Manager,12,150000,gbp
5222,38,Female,Masters,Marketing Director,14,170000,gbp
5223,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5224,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5225,27,Male,Bachelors,Product Designer,3,60000,gbp
5226,34,Female,PhD,Research Director,10,150000,gbp
5227,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5228,31,Female,Masters,Financial Manager,7,120000,gbp
5229,25,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5230,29,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5231,27,Male,Bachelors,Product Designer,3,60000,gbp
5232,34,Female,PhD,Research Director,10,150000,gbp
5233,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5234,31,Female,Masters,Financial Manager,7,120000,gbp
5235,23,Male,Bachelors,Software Engineer,1,60000,gbp
5236,39,Female,Masters,Marketing Manager,12,150000,gbp
5237,28,Male,Bachelors,Financial Analyst,4,80000,gbp
5238,31,Female,PhD,Research Scientist,8,120000,gbp
5239,35,Male,Bachelors,Project Manager,10,130000,gbp
5240,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5241,42,Male,Masters,Senior Software Engineer,18,180000,gbp
5242,29,Female,Bachelors,Digital Marketing Specialist,3,60000,gbp
5243,33,Male,Bachelors,Marketing Manager,7,110000,gbp
5244,24,Female,High School,Sales Associate,0,25000,gbp
5245,30,Male,Masters,Financial Analyst,6,100000,gbp
5246,28,Male,Bachelors,Software Engineer,3,85000,gbp
5247,36,Female,Masters,Marketing Director,11,160000,gbp
5248,25,Male,Bachelors,Financial Analyst,1,55000,gbp
5249,29,Female,PhD,Data Scientist,5,100000,gbp
5250,33,Male,Bachelors,Project Manager,8,120000,gbp
5251,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5252,43,Male,Masters,Senior Software Engineer,19,185000,gbp
5253,30,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5254,34,Male,Bachelors,Marketing Manager,9,130000,gbp
5255,25,Female,High School,Sales Associate,0,25000,gbp
5256,31,Male,Masters,Financial Analyst,6,100000,gbp
5257,27,Female,Bachelors,Social Media Manager,3,55000,gbp
5258,33,Male,PhD,Research Scientist,10,150000,gbp
5259,23,Female,High School,Receptionist,0,25000,gbp
5260,38,Male,Bachelors,Product Manager,13,160000,gbp
5261,39,Female,Masters,Marketing Manager,14,170000,gbp
5262,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5263,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5264,28,Male,Bachelors,Product Designer,3,60000,gbp
5265,35,Female,PhD,Research Director,11,160000,gbp
5266,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5267,32,Female,Masters,Financial Manager,8,120000,gbp
5268,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5269,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5270,28,Male,Bachelors,Product Designer,3,60000,gbp
5271,35,Female,PhD,Research Director,11,160000,gbp
5272,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5273,32,Female,Masters,Financial Manager,8,120000,gbp
5274,28,Male,Bachelors,Software Engineer,3,85000,gbp
5275,36,Female,Masters,Marketing Director,11,160000,gbp
5276,25,Male,Bachelors,Financial Analyst,1,55000,gbp
5277,29,Female,PhD,Data Scientist,5,100000,gbp
5278,33,Male,Bachelors,Project Manager,8,120000,gbp
5279,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5280,43,Male,Masters,Senior Software Engineer,19,185000,gbp
5281,30,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5282,34,Male,Bachelors,Marketing Manager,9,130000,gbp
5283,25,Female,High School,Sales Associate,0,25000,gbp
5284,31,Male,Masters,Financial Analyst,6,100000,gbp
5285,27,Female,Bachelors,Social Media Manager,3,55000,gbp
5286,33,Male,PhD,Research Scientist,10,150000,gbp
5287,23,Female,High School,Receptionist,0,25000,gbp
5288,38,Male,Bachelors,Product Manager,13,160000,gbp
5289,39,Female,Masters,Marketing Manager,14,170000,gbp
5290,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5291,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5292,28,Male,Bachelors,Product Designer,3,60000,gbp
5293,35,Female,PhD,Research Director,11,160000,gbp
5294,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5295,32,Female,Masters,Financial Manager,8,120000,gbp
5296,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5297,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5298,28,Male,Bachelors,Product Designer,3,60000,gbp
5299,35,Female,PhD,Research Director,11,160000,gbp
5300,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5301,32,Female,Masters,Financial Manager,8,120000,gbp
5302,28,Male,Bachelors,Software Engineer,3,85000,gbp
5303,36,Female,Masters,Marketing Director,11,160000,gbp
5304,25,Male,Bachelors,Financial Analyst,1,55000,gbp
5305,29,Female,PhD,Data Scientist,5,100000,gbp
5306,33,Male,Bachelors,Project Manager,8,120000,gbp
5307,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5308,43,Male,Masters,Senior Software Engineer,19,185000,gbp
5309,30,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5310,34,Male,Bachelors,Marketing Manager,9,130000,gbp
5311,25,Female,High School,Sales Associate,0,25000,gbp
5312,31,Male,Masters,Financial Analyst,6,100000,gbp
5313,27,Female,Bachelors,Social Media Manager,3,55000,gbp
5314,33,Male,PhD,Research Scientist,10,150000,gbp
5315,23,Female,High School,Receptionist,0,25000,gbp
5316,38,Male,Bachelors,Product Manager,13,160000,gbp
5317,39,Female,Masters,Marketing Manager,14,170000,gbp
5318,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5319,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5320,28,Male,Bachelors,Product Designer,3,60000,gbp
5321,35,Female,PhD,Research Director,11,160000,gbp
5322,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5323,32,Female,Masters,Financial Manager,8,120000,gbp
5324,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5325,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5326,28,Male,Bachelors,Product Designer,3,60000,gbp
5327,35,Female,PhD,Research Director,11,160000,gbp
5328,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5329,32,Female,Masters,Financial Manager,8,120000,gbp
